frame_index,pos_coluna,pos_linha,largura,altura,valor
25,720,512,4,8,102
25,728,512,4,8,102
25,720,520,8,8,102
25,728,520,8,8,102
25,704,528,16,16,153
25,720,528,8,16,153
25,728,528,8,16,153
25,736,512,16,16,153
25,752,512,16,16,153
25,736,528,16,16,153
25,752,528,16,16,153
25,704,544,32,32,204
25,736,544,8,16,153
25,744,544,8,16,153
25,752,544,16,16,153
25,736,560,4,8,102
25,744,560,8,8,102
25,736,568,8,8,102
25,744,568,8,4,102
25,752,560,16,16,153
25,768,512,32,32,204
25,800,512,32,32,204
25,768,544,16,16,153
25,784,544,16,16,153
25,768,560,16,16,153
25,784,560,8,8,102
25,792,560,8,8,102
25,784,568,8,8,102
25,792,568,8,8,102
25,800,544,32,32,204
25,832,512,32,32,204
25,864,512,32,32,204
25,832,544,8,8,102
25,840,544,8,8,102
25,832,552,8,8,102
25,840,552,8,8,102
25,848,544,8,16,153
25,856,544,8,16,153
25,832,560,16,16,153
25,848,560,16,16,153
25,864,544,16,16,153
25,880,544,16,16,153
25,864,560,16,16,153
25,880,560,16,16,153
25,896,512,16,16,153
25,912,512,8,8,102
25,920,512,8,4,102
25,912,520,8,8,102
25,920,520,8,4,102
25,896,528,16,16,153
25,912,528,16,16,153
25,928,512,8,4,102
25,936,512,8,8,102
25,928,520,8,8,102
25,936,520,8,8,102
25,944,512,16,16,153
25,928,528,8,4,102
25,936,528,8,8,102
25,928,536,8,8,102
25,936,536,8,8,102
25,944,528,16,16,153
25,896,544,16,16,153
25,912,544,16,16,153
25,896,560,16,16,153
25,912,560,8,8,102
25,920,560,4,8,102
25,912,568,8,8,102
25,920,568,8,8,102
25,928,544,8,8,102
25,936,544,8,8,102
25,928,552,4,8,102
25,936,552,8,8,102
25,944,544,8,8,102
25,952,544,8,8,102
25,944,552,8,8,102
25,952,552,8,8,102
25,928,560,8,8,102
25,936,560,8,8,102
25,928,568,8,8,102
25,936,568,8,8,102
25,944,560,8,8,102
25,952,560,8,8,102
25,944,568,8,4,102
25,952,568,8,4,102
25,960,512,64,64,255
25,1024,512,64,32,255
25,1024,544,64,32,255
25,1088,512,16,16,153
25,1104,512,16,16,153
25,1088,528,16,16,153
25,1104,528,16,16,153
25,1120,512,16,16,153
25,1136,512,16,8,153
25,1136,520,16,8,153
25,1120,528,16,16,153
25,1136,528,8,16,153
25,1144,528,8,16,153
25,1088,544,16,16,153
25,1104,544,16,16,153
25,1088,560,16,16,153
25,1104,560,16,16,153
25,1120,544,16,32,204
25,1136,544,16,32,204
25,1152,512,16,16,153
25,1168,512,16,16,153
25,1152,528,16,16,153
25,1168,528,16,16,153
25,1184,512,32,16,204
25,1184,528,32,16,204
25,1152,544,32,32,204
25,1184,544,32,32,204
25,1216,512,32,32,204
25,1248,512,32,32,204
25,1216,544,16,32,204
25,1232,544,16,32,204
25,1248,544,32,32,204
25,0,576,32,32,204
25,32,576,32,32,204
25,0,608,32,32,204
25,32,608,32,32,204
25,64,576,32,32,204
25,96,576,32,32,204
25,64,608,32,32,204
25,96,608,32,32,204
25,128,576,64,64,255
25,192,576,32,32,204
25,224,576,32,32,204
25,192,608,16,32,204
25,208,608,16,32,204
25,224,608,16,16,153
25,240,608,16,16,153
25,224,624,16,16,153
25,240,624,8,16,153
25,248,624,8,16,153
25,256,576,32,32,204
25,288,576,16,16,153
25,304,576,16,16,153
25,288,592,16,16,153
25,304,592,16,16,153
25,256,608,32,32,204
25,288,608,32,32,204
25,320,576,16,16,153
25,336,576,8,8,102
25,344,576,8,8,102
25,336,584,8,8,102
25,344,584,8,8,102
25,320,592,16,16,153
25,336,592,16,16,153
25,352,576,16,16,153
25,368,576,16,16,153
25,352,592,16,16,153
25,368,592,16,16,153
25,320,608,32,32,204
25,352,608,8,16,153
25,360,608,8,16,153
25,368,608,16,16,153
25,352,624,16,16,153
25,368,624,8,8,102
25,376,624,8,8,102
25,368,632,8,8,102
25,376,632,8,8,102
25,384,576,32,32,204
25,416,576,32,32,204
25,384,608,8,8,102
25,392,608,8,8,102
25,384,616,8,8,102
25,392,616,8,8,102
25,400,608,16,16,153
25,384,624,8,8,102
25,392,624,8,8,102
25,384,632,8,8,102
25,392,632,8,8,102
25,400,624,16,16,153
25,416,608,32,32,204
25,448,576,32,32,204
25,480,576,32,32,204
25,448,608,32,32,204
25,480,608,32,32,204
25,512,576,16,16,153
25,528,576,8,8,102
25,536,576,8,8,102
25,528,584,8,8,102
25,536,584,8,8,102
25,512,592,16,16,153
25,528,592,8,8,102
25,536,592,8,8,102
25,528,600,4,8,102
25,536,600,8,8,102
25,544,576,16,16,153
25,560,576,16,16,153
25,544,592,16,16,153
25,560,592,16,16,153
25,512,608,16,16,153
25,528,608,4,8,102
25,536,608,8,8,102
25,528,616,8,8,102
25,536,616,8,8,102
25,512,624,16,16,153
25,528,624,8,16,153
25,536,624,8,16,153
25,544,608,32,32,204
25,576,576,8,8,102
25,584,576,8,8,102
25,576,584,4,8,102
25,584,584,4,4,51
25,592,576,16,16,153
25,576,592,4,8,102
25,584,592,8,8,102
25,576,600,4,8,102
25,584,600,8,8,102
25,592,592,8,8,102
25,600,592,8,8,102
25,592,600,8,8,102
25,600,600,8,8,102
25,608,576,16,8,153
25,608,584,16,8,153
25,624,576,8,4,102
25,632,576,8,4,102
25,624,584,4,4,51
25,632,584,8,4,102
25,608,592,8,8,102
25,616,592,8,8,102
25,608,600,8,8,102
25,616,600,8,8,102
25,624,592,4,8,102
25,632,592,8,8,102
25,624,600,8,8,102
25,632,600,8,8,102
25,576,608,8,8,102
25,584,608,4,8,102
25,576,616,8,4,102
25,584,616,8,8,102
25,592,608,16,16,153
25,576,624,16,16,153
25,592,624,8,16,153
25,600,624,8,16,153
25,608,608,4,8,102
25,616,608,8,4,102
25,608,616,8,8,102
25,616,616,8,8,102
25,624,608,4,8,102
25,632,608,8,8,102
25,624,616,4,8,102
25,632,616,8,8,102
25,608,624,16,8,153
25,608,632,16,8,153
25,624,624,16,8,153
25,624,632,16,8,153
25,640,576,8,8,102
25,648,576,4,8,102
25,640,584,8,8,102
25,648,584,4,8,102
25,656,576,8,8,102
25,664,576,8,4,102
25,656,584,8,8,102
25,664,584,8,8,102
25,640,592,16,16,153
25,656,592,4,8,102
25,664,592,8,8,102
25,656,600,8,8,102
25,664,600,8,8,102
25,672,576,16,16,153
25,688,576,16,16,153
25,672,592,16,16,153
25,688,592,16,16,153
25,640,608,8,8,102
25,648,608,8,8,102
25,640,616,8,8,102
25,648,616,8,8,102
25,656,608,8,8,102
25,664,608,8,8,102
25,656,616,8,8,102
25,664,616,8,8,102
25,640,624,8,4,102
25,648,624,8,8,102
25,640,632,4,8,102
25,648,632,8,8,102
25,656,624,8,8,102
25,664,624,8,8,102
25,656,632,8,8,102
25,664,632,8,8,102
25,672,608,8,16,153
25,680,608,8,16,153
25,688,608,16,16,153
25,672,624,16,16,153
25,688,624,16,16,153
25,704,576,32,32,204
25,736,576,8,8,102
25,744,576,8,8,102
25,736,584,8,8,102
25,744,584,8,8,102
25,752,576,8,8,102
25,760,576,8,8,102
25,752,584,8,8,102
25,760,584,8,8,102
25,736,592,16,16,153
25,752,592,16,16,153
25,704,608,32,32,204
25,736,608,8,8,102
25,744,608,8,8,102
25,736,616,4,4,51
25,744,616,8,8,102
25,752,608,16,16,153
25,736,624,8,8,102
25,744,624,8,8,102
25,736,632,8,8,102
25,744,632,8,8,102
25,752,624,16,16,153
25,768,576,16,16,153
25,784,576,16,16,153
25,768,592,16,16,153
25,784,592,16,16,153
25,800,576,32,32,204
25,768,608,16,16,153
25,784,608,4,8,102
25,792,608,8,8,102
25,784,616,8,8,102
25,792,616,8,8,102
25,768,624,16,16,153
25,784,624,16,16,153
25,800,608,16,16,153
25,816,608,16,16,153
25,800,624,8,16,153
25,808,624,8,16,153
25,816,624,16,16,153
25,832,576,16,16,153
25,848,576,8,16,153
25,856,576,8,16,153
25,832,592,8,8,102
25,840,592,8,8,102
25,832,600,8,8,102
25,840,600,4,8,102
25,848,592,16,8,153
25,848,600,16,8,153
25,864,576,16,8,153
25,864,584,16,8,153
25,880,576,16,16,153
25,864,592,8,8,102
25,872,592,8,8,102
25,864,600,8,8,102
25,872,600,8,4,102
25,880,592,16,8,153
25,880,600,16,8,153
25,832,608,8,8,102
25,840,608,8,8,102
25,832,616,8,8,102
25,840,616,4,8,102
25,848,608,16,16,153
25,832,624,16,8,153
25,832,632,16,8,153
25,848,624,16,16,153
25,864,608,16,16,153
25,880,608,16,16,153
25,864,624,16,16,153
25,880,624,16,16,153
25,896,576,16,16,153
25,912,576,16,16,153
25,896,592,16,16,153
25,912,592,16,16,153
25,928,576,8,8,102
25,936,576,8,8,102
25,928,584,8,8,102
25,936,584,8,8,102
25,944,576,8,8,102
25,952,576,4,8,102
25,944,584,8,8,102
25,952,584,8,8,102
25,928,592,16,16,153
25,944,592,8,8,102
25,952,592,8,8,102
25,944,600,8,8,102
25,952,600,8,8,102
25,896,608,32,32,204
25,928,608,16,16,153
25,944,608,16,16,153
25,928,624,16,16,153
25,944,624,16,16,153
25,960,576,8,8,102
25,968,576,8,8,102
25,960,584,4,8,102
25,968,584,8,8,102
25,976,576,16,16,153
25,960,592,4,4,51
25,968,592,8,8,102
25,960,600,8,4,102
25,968,600,8,8,102
25,976,592,16,16,153
25,992,576,32,32,204
25,960,608,8,8,102
25,968,608,8,8,102
25,960,616,8,8,102
25,968,616,8,8,102
25,976,608,16,16,153
25,960,624,16,16,153
25,976,624,8,8,102
25,984,624,8,8,102
25,976,632,4,8,102
25,984,632,8,8,102
25,992,608,32,32,204
25,1024,576,64,64,255
25,1088,576,32,32,204
25,1120,576,16,16,153
25,1136,576,8,16,153
25,1144,576,8,16,153
25,1120,592,16,16,153
25,1136,592,8,16,153
25,1144,592,8,16,153
25,1088,608,32,32,204
25,1120,608,16,16,153
25,1136,608,8,16,153
25,1144,608,8,16,153
25,1120,624,16,16,153
25,1136,624,8,8,102
25,1144,624,8,8,102
25,1136,632,8,8,102
25,1144,632,8,8,102
25,1152,576,32,32,204
25,1184,576,32,32,204
25,1152,608,32,32,204
25,1184,608,16,32,204
25,1200,608,16,32,204
25,1216,576,32,32,204
25,1248,576,16,16,153
25,1264,576,16,16,153
25,1248,592,16,16,153
25,1264,592,16,16,153
25,1216,608,32,32,204
25,1248,608,16,16,153
25,1264,608,16,16,153
25,1248,624,16,16,153
25,1264,624,16,16,153
25,0,640,32,32,204
25,32,640,32,32,204
25,0,672,32,32,204
25,32,672,32,32,204
25,64,640,32,32,204
25,96,640,32,32,204
25,64,672,32,32,204
25,96,672,32,32,204
25,128,640,64,64,255
25,192,640,32,32,204
25,224,640,16,8,153
25,224,648,16,8,153
25,240,640,8,16,153
25,248,640,8,16,153
25,224,656,8,8,102
25,232,656,8,8,102
25,224,664,8,8,102
25,232,664,8,8,102
25,240,656,16,8,153
25,240,664,16,8,153
25,192,672,16,16,153
25,208,672,16,16,153
25,192,688,16,16,153
25,208,688,16,8,153
25,208,696,16,8,153
25,224,672,16,16,153
25,240,672,16,8,153
25,240,680,16,8,153
25,224,688,8,8,102
25,232,688,8,8,102
25,224,696,4,8,102
25,232,696,8,4,102
25,240,688,16,16,153
25,256,640,16,16,153
25,272,640,16,16,153
25,256,656,16,16,153
25,272,656,16,16,153
25,288,640,32,32,204
25,256,672,16,16,153
25,272,672,16,16,153
25,256,688,16,16,153
25,272,688,16,16,153
25,288,672,32,32,204
25,320,640,32,32,204
25,352,640,16,16,153
25,368,640,16,16,153
25,352,656,8,8,102
25,360,656,8,8,102
25,352,664,8,8,102
25,360,664,8,8,102
25,368,656,16,16,153
25,320,672,32,32,204
25,352,672,8,8,102
25,360,672,8,8,102
25,352,680,8,8,102
25,360,680,8,8,102
25,368,672,8,16,153
25,376,672,8,16,153
25,352,688,4,8,102
25,360,688,8,8,102
25,352,696,4,8,102
25,360,696,8,8,102
25,368,688,16,16,153
25,384,640,16,16,153
25,400,640,16,16,153
25,384,656,16,16,153
25,400,656,16,16,153
25,416,640,32,32,204
25,384,672,32,32,204
25,416,672,32,32,204
25,448,640,32,32,204
25,480,640,32,32,204
25,448,672,32,32,204
25,480,672,32,32,204
25,512,640,16,16,153
25,528,640,8,16,153
25,536,640,8,16,153
25,512,656,16,16,153
25,528,656,8,8,102
25,536,656,8,8,102
25,528,664,8,8,102
25,536,664,8,8,102
25,544,640,32,32,204
25,512,672,16,16,153
25,528,672,8,8,102
25,536,672,8,8,102
25,528,680,8,8,102
25,536,680,4,8,102
25,512,688,16,16,153
25,528,688,8,8,102
25,536,688,4,4,51
25,528,696,8,8,102
25,536,696,8,8,102
25,544,672,16,16,153
25,560,672,16,16,153
25,544,688,4,8,102
25,552,688,8,8,102
25,544,696,8,8,102
25,552,696,8,8,102
25,560,688,16,16,153
25,576,640,8,8,102
25,584,640,8,8,102
25,576,648,8,8,102
25,584,648,8,8,102
25,592,640,16,16,153
25,576,656,8,8,102
25,584,656,8,8,102
25,576,664,8,8,102
25,584,664,8,8,102
25,592,656,8,8,102
25,600,656,8,8,102
25,592,664,8,8,102
25,600,664,8,8,102
25,608,640,16,16,153
25,624,640,4,8,102
25,632,640,4,8,102
25,624,648,4,8,102
25,632,648,8,4,102
25,608,656,16,8,153
25,608,664,16,8,153
25,624,656,8,4,102
25,632,656,4,4,51
25,624,664,8,8,102
25,632,664,8,8,102
25,576,672,8,8,102
25,584,672,8,8,102
25,576,680,8,8,102
25,584,680,8,8,102
25,592,672,8,8,102
25,600,672,8,8,102
25,592,680,8,8,102
25,600,680,8,4,102
25,576,688,16,16,153
25,592,688,8,8,102
25,600,688,8,8,102
25,592,696,8,8,102
25,600,696,8,8,102
25,608,672,8,4,102
25,616,672,8,4,102
25,608,680,8,8,102
25,616,680,8,4,102
25,624,672,16,16,153
25,608,688,8,8,102
25,616,688,8,8,102
25,608,696,4,8,102
25,616,696,8,8,102
25,624,688,16,16,153
25,640,640,4,4,51
25,648,640,8,8,102
25,640,648,8,4,102
25,648,648,4,8,102
25,656,640,8,8,102
25,664,640,8,8,102
25,656,648,8,8,102
25,664,648,8,8,102
25,640,656,8,8,102
25,648,656,8,8,102
25,640,664,4,8,102
25,648,664,8,4,102
25,656,656,8,4,102
25,664,656,4,8,102
25,656,664,8,4,102
25,664,664,8,8,102
25,672,640,8,8,102
25,680,640,8,8,102
25,672,648,8,8,102
25,680,648,8,8,102
25,688,640,16,16,153
25,672,656,8,16,153
25,680,656,8,16,153
25,688,656,16,16,153
25,640,672,8,8,102
25,648,672,8,8,102
25,640,680,8,8,102
25,648,680,8,8,102
25,656,672,8,8,102
25,664,672,8,8,102
25,656,680,8,8,102
25,664,680,8,8,102
25,640,688,8,8,102
25,648,688,8,4,102
25,640,696,8,8,102
25,648,696,8,8,102
25,656,688,8,8,102
25,664,688,8,8,102
25,656,696,8,8,102
25,664,696,8,8,102
25,672,672,4,8,102
25,680,672,8,8,102
25,672,680,4,8,102
25,680,680,8,8,102
25,688,672,16,16,153
25,672,688,8,8,102
25,680,688,8,8,102
25,672,696,8,8,102
25,680,696,8,4,102
25,688,688,8,8,102
25,696,688,8,8,102
25,688,696,8,4,102
25,696,696,8,8,102
25,704,640,32,32,204
25,736,640,32,32,204
25,704,672,16,16,153
25,720,672,16,16,153
25,704,688,16,16,153
25,720,688,16,16,153
25,736,672,32,32,204
25,768,640,32,32,204
25,800,640,32,32,204
25,768,672,32,32,204
25,800,672,32,32,204
25,832,640,32,32,204
25,864,640,16,16,153
25,880,640,8,8,102
25,888,640,8,8,102
25,880,648,8,8,102
25,888,648,8,8,102
25,864,656,16,16,153
25,880,656,8,16,153
25,888,656,8,16,153
25,832,672,16,16,153
25,848,672,8,8,102
25,856,672,8,8,102
25,848,680,8,8,102
25,856,680,8,8,102
25,832,688,16,16,153
25,848,688,8,8,102
25,856,688,8,8,102
25,848,696,4,8,102
25,856,696,4,8,102
25,864,672,32,32,204
25,896,640,32,32,204
25,928,640,16,16,153
25,944,640,8,8,102
25,952,640,8,8,102
25,944,648,8,8,102
25,952,648,8,8,102
25,928,656,16,16,153
25,944,656,16,16,153
25,896,672,32,32,204
25,928,672,32,32,204
25,960,640,16,16,153
25,976,640,16,16,153
25,960,656,16,16,153
25,976,656,8,8,102
25,984,656,8,4,102
25,976,664,8,8,102
25,984,664,8,8,102
25,992,640,16,16,153
25,1008,640,16,16,153
25,992,656,16,16,153
25,1008,656,16,16,153
25,960,672,32,32,204
25,992,672,8,4,102
25,1000,672,8,8,102
25,992,680,4,4,51
25,1000,680,8,8,102
25,1008,672,16,8,153
25,1008,680,16,8,153
25,992,688,8,16,153
25,1000,688,8,16,153
25,1008,688,8,8,102
25,1016,688,8,8,102
25,1008,696,8,8,102
25,1016,696,8,8,102
25,1024,640,32,32,204
25,1056,640,32,32,204
25,1024,672,32,32,204
25,1056,672,32,32,204
25,1088,640,32,32,204
25,1120,640,16,16,153
25,1136,640,8,16,153
25,1144,640,8,16,153
25,1120,656,16,16,153
25,1136,656,4,8,102
25,1144,656,8,8,102
25,1136,664,4,8,102
25,1144,664,8,8,102
25,1088,672,32,32,204
25,1120,672,16,16,153
25,1136,672,8,8,102
25,1144,672,8,8,102
25,1136,680,4,8,102
25,1144,680,8,8,102
25,1120,688,8,8,102
25,1128,688,8,8,102
25,1120,696,8,8,102
25,1128,696,8,8,102
25,1136,688,16,16,153
25,1152,640,64,64,255
25,1216,640,32,32,204
25,1248,640,16,16,153
25,1264,640,16,16,153
25,1248,656,16,16,153
25,1264,656,16,16,153
25,1216,672,32,32,204
25,1248,672,16,16,153
25,1264,672,8,16,153
25,1272,672,8,16,153
25,1248,688,16,16,153
25,1264,688,16,16,153
25,0,704,32,16,204
25,32,704,16,16,153
25,48,704,16,16,153
25,64,704,16,16,153
25,80,704,16,16,153
25,96,704,32,16,204
25,128,704,64,32,255
25,192,704,16,8,153
25,192,712,16,8,153
25,208,704,16,16,153
25,224,704,16,16,153
25,240,704,16,16,153
25,256,704,16,16,153
25,272,704,16,8,153
25,272,712,16,8,153
25,288,704,16,16,153
25,304,704,16,16,153
25,320,704,16,16,153
25,336,704,16,16,153
25,352,704,8,8,102
25,360,704,8,8,102
25,352,712,8,8,102
25,360,712,8,8,102
25,368,704,16,16,153
25,384,704,32,16,204
25,416,704,16,16,153
25,432,704,16,16,153
25,448,704,16,16,153
25,464,704,16,16,153
25,480,704,32,16,204
25,512,704,16,16,153
25,528,704,16,16,153
25,544,704,4,4,51
25,552,704,8,8,102
25,544,712,8,8,102
25,552,712,8,8,102
25,560,704,16,16,153
25,576,704,16,16,153
25,592,704,16,16,153
25,608,704,16,16,153
25,624,704,4,8,102
25,632,704,8,8,102
25,624,712,8,8,102
25,632,712,8,8,102
25,640,704,8,8,102
25,648,704,8,8,102
25,640,712,8,8,102
25,648,712,8,8,102
25,656,704,8,8,102
25,664,704,8,8,102
25,656,712,8,8,102
25,664,712,4,8,102
25,672,704,8,8,102
25,680,704,8,8,102
25,672,712,8,8,102
25,680,712,8,8,102
25,688,704,16,16,153
25,704,704,16,16,153
25,720,704,8,8,102
25,728,704,8,8,102
25,720,712,8,8,102
25,728,712,8,8,102
25,736,704,16,8,153
25,736,712,16,8,153
25,752,704,16,16,153
25,768,704,32,16,204
25,800,704,16,16,153
25,816,704,16,16,153
25,832,704,16,16,153
25,848,704,16,16,153
25,864,704,16,16,153
25,880,704,16,16,153
25,896,704,16,16,153
25,912,704,16,16,153
25,928,704,32,16,204
25,960,704,16,16,153
25,976,704,16,16,153
25,992,704,16,16,153
25,1008,704,8,16,153
25,1016,704,8,16,153
25,1024,704,8,8,102
25,1032,704,8,8,102
25,1024,712,8,8,102
25,1032,712,8,8,102
25,1040,704,16,16,153
25,1056,704,32,16,204
25,1088,704,32,16,204
25,1120,704,16,16,153
25,1136,704,8,8,102
25,1144,704,8,8,102
25,1136,712,4,8,102
25,1144,712,8,8,102
25,1152,704,64,32,255
25,1216,704,16,16,153
25,1232,704,16,16,153
25,1248,704,16,16,153
25,1264,704,16,16,153
25,0,0,64,64,255
25,64,0,64,64,255
25,128,0,64,64,255
25,192,0,64,64,255
25,256,0,64,64,255
25,320,0,64,64,255
25,384,0,64,64,255
25,448,0,64,64,255
25,512,0,32,32,204
25,544,0,32,16,204
25,544,16,32,16,204
25,512,32,32,32,204
25,544,32,32,32,204
25,576,0,32,32,204
25,608,0,32,32,204
25,576,32,32,32,204
25,608,32,16,16,153
25,624,32,16,16,153
25,608,48,16,16,153
25,624,48,16,16,153
25,640,0,32,32,204
25,672,0,32,32,204
25,640,32,16,16,153
25,656,32,16,16,153
25,640,48,16,16,153
25,656,48,16,16,153
25,672,32,32,32,204
25,704,0,64,64,255
25,768,0,64,64,255
25,832,0,64,64,255
25,896,0,64,64,255
25,960,0,64,64,255
25,1024,0,64,64,255
25,1088,0,32,64,255
25,1120,0,32,64,255
25,1152,0,64,32,255
25,1152,32,64,32,255
25,1216,0,64,64,255
25,0,64,64,64,255
25,64,64,64,64,255
25,128,64,64,64,255
25,192,64,64,64,255
25,256,64,64,64,255
25,320,64,64,64,255
25,384,64,64,64,255
25,448,64,64,64,255
25,512,64,64,64,255
25,576,64,32,32,204
25,608,64,32,32,204
25,576,96,32,32,204
25,608,96,32,32,204
25,640,64,32,16,204
25,640,80,32,16,204
25,672,64,32,32,204
25,640,96,32,32,204
25,672,96,32,32,204
25,704,64,32,32,204
25,736,64,32,32,204
25,704,96,16,16,153
25,720,96,16,16,153
25,704,112,16,16,153
25,720,112,16,16,153
25,736,96,16,16,153
25,752,96,16,16,153
25,736,112,8,16,153
25,744,112,8,16,153
25,752,112,16,16,153
25,768,64,32,32,204
25,800,64,32,32,204
25,768,96,16,16,153
25,784,96,16,16,153
25,768,112,16,16,153
25,784,112,16,16,153
25,800,96,32,32,204
25,832,64,32,32,204
25,864,64,32,32,204
25,832,96,16,16,153
25,848,96,16,16,153
25,832,112,16,16,153
25,848,112,16,16,153
25,864,96,32,32,204
25,896,64,64,64,255
25,960,64,64,64,255
25,1024,64,64,64,255
25,1088,64,32,32,204
25,1120,64,32,32,204
25,1088,96,32,32,204
25,1120,96,32,32,204
25,1152,64,64,64,255
25,1216,64,64,64,255
25,0,128,64,64,255
25,64,128,64,64,255
25,128,128,64,64,255
25,192,128,64,64,255
25,256,128,64,64,255
25,320,128,64,64,255
25,384,128,64,64,255
25,448,128,64,64,255
25,512,128,64,64,255
25,576,128,64,64,255
25,640,128,32,64,255
25,672,128,32,64,255
25,704,128,16,32,204
25,720,128,16,32,204
25,736,128,32,32,204
25,704,160,8,8,102
25,712,160,8,8,102
25,704,168,8,8,102
25,712,168,8,8,102
25,720,160,16,16,153
25,704,176,16,16,153
25,720,176,16,16,153
25,736,160,32,32,204
25,768,128,16,16,153
25,784,128,16,16,153
25,768,144,16,16,153
25,784,144,16,16,153
25,800,128,32,16,204
25,800,144,32,16,204
25,768,160,32,32,204
25,800,160,32,32,204
25,832,128,32,16,204
25,832,144,32,16,204
25,864,128,32,32,204
25,832,160,32,32,204
25,864,160,32,32,204
25,896,128,32,32,204
25,928,128,32,32,204
25,896,160,32,32,204
25,928,160,16,16,153
25,944,160,16,16,153
25,928,176,16,16,153
25,944,176,16,16,153
25,960,128,64,64,255
25,1024,128,64,64,255
25,1088,128,32,64,255
25,1120,128,32,64,255
25,1152,128,64,64,255
25,1216,128,64,64,255
25,0,192,64,64,255
25,64,192,64,64,255
25,128,192,64,64,255
25,192,192,64,64,255
25,256,192,64,64,255
25,320,192,64,64,255
25,384,192,64,64,255
25,448,192,64,64,255
25,512,192,64,64,255
25,576,192,64,64,255
25,640,192,32,64,255
25,672,192,32,64,255
25,704,192,16,32,204
25,720,192,16,32,204
25,736,192,16,32,204
25,752,192,16,32,204
25,704,224,16,16,153
25,720,224,16,16,153
25,704,240,8,4,102
25,712,240,8,8,102
25,704,248,8,8,102
25,712,248,8,8,102
25,720,240,16,16,153
25,736,224,32,32,204
25,768,192,64,64,255
25,832,192,32,32,204
25,864,192,16,32,204
25,880,192,16,32,204
25,832,224,32,32,204
25,864,224,32,32,204
25,896,192,16,16,153
25,912,192,16,16,153
25,896,208,16,16,153
25,912,208,16,16,153
25,928,192,32,32,204
25,896,224,32,32,204
25,928,224,16,32,204
25,944,224,16,32,204
25,960,192,32,32,204
25,992,192,32,32,204
25,960,224,16,16,153
25,976,224,16,16,153
25,960,240,16,16,153
25,976,240,16,8,153
25,976,248,16,8,153
25,992,224,32,16,204
25,992,240,32,16,204
25,1024,192,16,32,204
25,1040,192,16,32,204
25,1056,192,32,32,204
25,1024,224,16,16,153
25,1040,224,16,16,153
25,1024,240,8,16,153
25,1032,240,8,16,153
25,1040,240,16,16,153
25,1056,224,32,32,204
25,1088,192,32,32,204
25,1120,192,32,32,204
25,1088,224,32,32,204
25,1120,224,16,32,204
25,1136,224,16,32,204
25,1152,192,64,64,255
25,1216,192,64,64,255
25,0,256,64,64,255
25,64,256,64,64,255
25,128,256,64,64,255
25,192,256,64,64,255
25,256,256,64,64,255
25,320,256,64,64,255
25,384,256,64,64,255
25,448,256,64,64,255
25,512,256,32,32,204
25,544,256,32,32,204
25,512,288,32,16,204
25,512,304,32,16,204
25,544,288,32,32,204
25,576,256,32,32,204
25,608,256,16,16,153
25,624,256,16,16,153
25,608,272,16,16,153
25,624,272,16,16,153
25,576,288,16,16,153
25,592,288,8,8,102
25,600,288,8,8,102
25,592,296,8,8,102
25,600,296,8,8,102
25,576,304,16,16,153
25,592,304,16,16,153
25,608,288,16,8,153
25,608,296,16,8,153
25,624,288,8,8,102
25,632,288,8,8,102
25,624,296,8,8,102
25,632,296,8,8,102
25,608,304,16,16,153
25,624,304,16,16,153
25,640,256,16,32,204
25,656,256,16,32,204
25,672,256,32,32,204
25,640,288,32,32,204
25,672,288,32,32,204
25,704,256,32,32,204
25,736,256,32,32,204
25,704,288,32,32,204
25,736,288,32,32,204
25,768,256,16,16,153
25,784,256,16,16,153
25,768,272,8,16,153
25,776,272,8,16,153
25,784,272,16,16,153
25,800,256,32,32,204
25,768,288,32,32,204
25,800,288,32,32,204
25,832,256,64,64,255
25,896,256,32,32,204
25,928,256,16,32,204
25,944,256,16,32,204
25,896,288,32,32,204
25,928,288,32,32,204
25,960,256,32,32,204
25,992,256,16,32,204
25,1008,256,16,32,204
25,960,288,32,32,204
25,992,288,32,32,204
25,1024,256,32,32,204
25,1056,256,32,32,204
25,1024,288,32,32,204
25,1056,288,32,32,204
25,1088,256,32,32,204
25,1120,256,16,32,204
25,1136,256,16,32,204
25,1088,288,16,16,153
25,1104,288,16,16,153
25,1088,304,16,16,153
25,1104,304,16,16,153
25,1120,288,16,16,153
25,1136,288,16,16,153
25,1120,304,16,16,153
25,1136,304,16,16,153
25,1152,256,64,64,255
25,1216,256,64,64,255
25,0,320,64,64,255
25,64,320,64,64,255
25,128,320,64,64,255
25,192,320,32,64,255
25,224,320,32,64,255
25,256,320,64,64,255
25,320,320,64,64,255
25,384,320,64,64,255
25,448,320,32,64,255
25,480,320,32,64,255
25,512,320,16,32,204
25,528,320,16,32,204
25,544,320,32,32,204
25,512,352,16,32,204
25,528,352,16,32,204
25,544,352,32,32,204
25,576,320,32,32,204
25,608,320,32,16,204
25,608,336,32,16,204
25,576,352,32,32,204
25,608,352,32,32,204
25,640,320,16,16,153
25,656,320,16,16,153
25,640,336,16,16,153
25,656,336,16,16,153
25,672,320,16,16,153
25,688,320,16,16,153
25,672,336,16,16,153
25,688,336,16,16,153
25,640,352,32,32,204
25,672,352,32,32,204
25,704,320,32,32,204
25,736,320,32,32,204
25,704,352,32,16,204
25,704,368,32,16,204
25,736,352,16,16,153
25,752,352,16,16,153
25,736,368,16,16,153
25,752,368,16,8,153
25,752,376,16,8,153
